3321
2013	一套	135
86080	一女	3
61734	一好百好	1
20367	一如	8
4092	一如既往	33
26005	一妻	1
93943	一姐	1
105472	一姓	1
115854	一姿	1
26006	一子	4
2389	一孔梁	1
34614	一字	1
78757	一字一句	1
26007	一字之差	4
81807	一字之师	1
63989	一字排开	3
98621	一字部	1
85715	一季	4
34968	一季度	26
76115	一学	2
76351	一孽	1
15038	一宅	9
67572	一宅户	1
57946	一守	1
36683	一宗	8
101683	一定量	2
25554	一宜用	1
79056	一实	1
18338	一审	6
20267	一审判决	2
57947	一室	2
2014	一家	225
88511	一家一户	2
22691	一家亲	4
4573	一家人	31
39044	一家子	2
116740	一家家	1
34969	一家独大	2
94234	一家老小	1
39655	一宿	3
19450	一寸	6
20601	一对	27
10067	一对一	16
72127	一对对	2
17202	一封	9
24534	一封信	7
37947	一将	3
53072	一尊	3
27537	一小	15
8886	一小半	1
43703	一小块	4
72674	一小堆	1
553	一小撮	2
43704	一小片	1
4574	一小部分	10
26208	一尘不染	1
57606	一尝	1
99973	一尾	1
92994	一局	2
113420	一屁股债	1
9988	一层	93
19858	一层层	5
101700	一层楼	1
25555	一届	16
99750	一屏	1
115570	一展	1
73515	一展身手	1
88049	一山	3
107657	一山一水	1
106103	一山之隔	1
65737	一山山	1
88050	一山拦	1
6692	一岁	5
30952	一岁一枯	1
26542	一岗	1
124	一岗双责	8
103529	一岗多	1
45736	一州	1
52044	一巷	3
34627	一市	4
4575	一帆风顺	5
81979	一希阁	1
54363	一帘	1
2824	一带	89
73042	一帧	1
18623	一席	1
15734	一席之地	7
28107	一帮	3
45604	一帮人	2
13163	一幅	51
35392	一幅幅	12
12827	一幕	19
34324	一幕幕	4
8679	一幢	19
39374	一幢幢	6
63266	一干二净	2
105450	一平	1
76743	一平方米	1
2825	一年	257
5896	一年一度	24
114901	一年到头	1
11050	一年制	2
72536	一年半载	3
31433	一年四季	11
45085	一年多来	3
5897	一年级	26
2015	一并	26
86520	一幻蝶	1
68510	一床	4
78242	一库	3
8489	一应	4
44321	一应俱全	11
65613	一店	3
106104	一府	1
16382	一度	35
6520	一座	230
19859	一座座	9
43000	一廊	3
108994	一建二建	1
86182	一开	3
102555	一式	1
2016	一张	220
31332	一张白纸	6
75418	一弧	1
75419	一弯	1
104267	一强	1
115855	一录	1
34246	一往无前	2
107050	一往而深	1
74358	一待	2
25556	一律	40
101112	一御屋	1
85133	一循	1
56191	一微	1
20202	一心	12
95998	一心一德	1
71201	一心一意	2
40789	一必	1
11372	一志	1
114902	一志目	1
97638	一念之差	1
100619	一念之间	1
97257	一念灭	1
97258	一念起	1
115856	一态	1
49945	一怒之下	2
76527	一总	1
53467	一情	1
49946	一惊	3
29154	一想	5
34970	一意孤行	2
57492	一愿景	1
95769	一慢	1
24405	一成不变	3
70909	一战	4
3403	一户	30
57243	一房	5
9846	一所	50
12167	一扇	14
29935	一扇门	17
18339	一手	30
92045	一扎	1
17203	一打	3
40282	一托养	1
75671	一扣	1
10338	一扫	8
94685	一扫而光	1
102239	一扫而空	1
30897	一扫里	1
38526	一扫长	1
86645	一扯	1
75647	一扶	2
6317	一批	161
112279	一批批	2
21051	一找	2
36053	一技之长	1
8142	一把	80
24406	一把手	10
85716	一把抓	2
92046	一把汗	1
36684	一抓到底	6
49947	一抖	2
40283	一折	3
90897	一抢而空	2
12833	一抹	14
42586	一担	1
74359	一拉窗	1
70836	一拌	1
35393	一拍	6
114781	一拍即合	1
72675	一拔	1
79107	一拖再拖	1
90977	一拗	1
29936	一招	10
108202	一招一式	4
101586	一拥而入	1
67235	一拨	2
96928	一拨儿	1
49948	一拳	1
11373	一指	3
81063	一挑	3
17873	一挥	8
18301	一捆	2
48951	一换	2
58384	一捧土	1
7375	一排	13
8490	一排排	7
51517	一探	13
96706	一掷	1
7199	一掷千金	2
29310	一揽子	5
56528	一搏	2
92047	一搭脉	1
79857	一摆	1
72676	一摘	1
57045	一摞	4
18624	一摸	1
112572	一擦	1
1701	一支	72
46375	一收	2
6148	一改	3
95825	一放	1
44033	一整	2
99775	一整只	1
86646	一整块	2
32273	一整天	14
16220	一整套	18
84399	一整片	1
31524	一文	27
42069	一斤	15
38565	一新	9
8680	一方	49
33621	一方平安	2
64380	一方有难	1
44693	一方水土	5
907	一方水土养一方人	4
10044	一旁	16
49045	一族	5
49074	一无	1
109094	一无所得	1
91149	一无所有	3
58918	一无所知	3
112944	一无所获	1
23999	一日	24
51225	一日三餐	4
73516	一日不见	1
50307	一日千里	1
33138	一日游	4
118294	一旧	1
44204	一早	7
107446	一时一事	1
78758	一时一刻	1
53333	一时之间	1
908	一时期	14
42587	一时间	12
116767	一星	1
90602	一星半点	2
82844	一星城	1
115636	一星级	1
1821	一是	244
109560	一是一	1
28030	一晃	5
106487	一晃而过	1
23805	一晒	3
73372	一晓	1
33139	一晚	3
8681	一景	10
100979	一景年	1
106488	一暖	1
30592	一曲	13
31333	一月	14
57003	一有	5
26543	一望	2
69419	一望无垠	3
54431	一望无边	3
30953	一望无际	14
22942	一朝	7
79576	一朝一夕	2
8143	一期	54
12168	一木	3
14638	一未	2
9779	一本	50
48290	一本正经	2
5898	一朵	11
70786	一朵朵	1
5899	一朵花	7
24796	一机	1
95241	一杆	1
32445	一村	21
58989	一束	9
92048	一束花	1
909	一条	270
24407	一条心	1
4576	一条条	10
62184	一条线	5
21386	一条街	21
20974	一条龙	19
9989	一杯	20
110972	一极	1
98960	一极应	1
95500	一枕黄粱	1
31045	一枚	18
87680	一果	1
27361	一枝独秀	3
49949	一枪	1
35909	一架	10
100698	一柄	1
89056	一柜	1
97065	一查	3
45312	一柱	2
118337	一柱擎天	1
67508	一标	1
39045	一标个	1
4158	一栋	44
49950	一栋栋	4
75420	一栏	1
85636	一树	3
70409	一校	4
34729	一株	9
106105	一株株	1
78390	一核	3
10822	一根	39
83517	一格通	1
28485	一案	3
64996	一桌	3
3404	一档	9
49291	一桥	5
11051	一桩	5
554	一桶	2
45313	一梁	1
108995	一梁底	1
20329	一梁鹤年	1
8682	一條	1
56784	一梦	2
38451	一梯	3
86763	一检一码	1
86764	一检即	1
39578	一棒	2
12369	一棵	21
31434	一棵树	9
86223	一椅	1
31435	一植	1
3332	一楼	70
33140	一概	2
78759	一概不知	1
63357	一概而论	2
65707	一槌	1
68289	一模一样	5
59179	一横	2
66085	一横五纵	1
107658	一樽酒	1
0	一次性	64
13164	一次次	19
102240	一次能源	2
7666	一款	38
38154	一歇	2
34164	一正	1
5900	一步	209
55205	一步一个脚印	3
77864	一步之遥	1
10624	一步到位	5
9847	一步步	20
116453	一死	2
53334	一死了之	1
8036	一段	109
7967	一段时间	58
64923	一段段	4
19664	一段话	6
24535	一段路	2
72171	一殿	2
98884	一比	2
31634	一毛钱	4
38946	一毫	1
43705	一气呵成	5
66776	一氧化碳	1
79922	一水	4
52045	一水滩	1
910	一江	4
51747	一江之隔	3
111100	一江宇	1
100664	一江春水向东流	1
52046	一池	2
107659	一池养	1
47621	一池春水	1
27050	一汤	2
14196	一汪	2
31635	一汽	3
43706	一沓	4
111139	一沟	1
18625	一河	6
94520	一河长	1
115857	一泉	1
97077	一泓	2
36724	一法	2
114782	一法郎	1
104640	一泡	1
16197	一波	30
55366	一波三折	3
82381	一波又起	1
82382	一波未平	1
111830	一波粉	1
115858	一洞	1
33141	一派	13
10068	一流	90
11052	一流大学	7
96269	一浪	1
96270	一浪盖	1
12664	一浸	1
77706	一涨	2
9780	一清二楚	2
78760	一清如水	1
21951	一湖	4
52047	一湾	2
49951	一湿	1
112360	一溜儿	1
115859	一溪	1
42588	一滑	1
38777	一滚	1
43001	一滴	6
47397	一滴水	3
115860	一潭	1
115637	一潭死水	1
115861	一瀑	1
20808	一灯	1
11374	一炉	2
90408	一炉集	1
95242	一炮打响	1
37061	一炷香	2
4577	一点	200
12665	一点一滴	9
17204	一点一点	7
19860	一点儿	4
9781	一点点	31
77819	一点钟	1
38778	一烤	1
105428	一热	2
106869	一热大温	1
92488	一然	1
37806	一照	4
79136	一片丹心	1
97259	一片汪洋	1
12834	一片片	11
38857	一片狼藉	6
63990	一片空白	6
112280	一版	2
99494	一版为	1
20652	一物	3
102031	一特岗	1
115414	一狗	1
31436	一猫	1
16383	一玩	1
16221	一环	6
50274	一班	5
85717	一瓣	2
34730	一瓶	16
911	一生	92
79171	一生一世	1
75672	一生不变	1
40679	一男一女	2
86224	一画	1
53468	一界	1
93944	一番滋味	2
44322	一番话	3
94570	一登	1
109095	一白龙	1
42589	一百	5
87132	一百万	3
96626	一百万元	1
84477	一百个	2
113762	一百五十年	1
93689	一百位	1
103141	一百余	1
90070	一百余位	1
113052	一百倍	1
63610	一百元	2
46157	一百八十	1
116768	一百分	1
108268	一百周年	1
49292	一百四十	11
116724	一百块	1
53925	一百多	2
70422	一百多个	2
14309	一百多年	6
108269	一百岁	1
24797	一百年	14
115800	一百张	1
93568	一百条	1
57004	一百米	1
56785	一百零八	3
9848	一盆	13
8887	一盏	5
91622	一盏灯	3
14605	一盒	2
112573	一盖	1
28846	一盘	6
1822	一盘棋	6
114903	一目	1
9782	一目了然	19
14639	一看	29
555	一眨眼	7
8061	一眼	43
93569	一眼看穿	1
12835	一睹	14
68442	一睹为快	2
102712	一睹芳容	1
72677	一瞥	3
40281	一瞬	5
43707	一瞬间	16
37303	一知半解	1
12169	一石	1
95217	一石佛	1
51391	一石激起千层浪	1
100221	一石瓦	1
84903	一石肉	1
37807	一码	4
12170	一砖一瓦	4
25477	一碗	26
27051	一碟	4
86647	一碰	1
108162	一磨	1
82543	一神	1
82544	一祠	1
13165	一票	9
73331	一票否决	4
61466	一票否决制	2
109096	一祭	1
16384	一禁	1
114639	一秋	1
556	一种	621
40790	一科	2
6693	一秒	14
104226	一秒钟	2
54364	一程	3
106290	一種	1
69945	一稿	1
109097	一穴	1
17205	一穷二白	2
72537	一空	4
88512	一空刚	1
114276	一窍不通	1
37808	一窗	30
49952	一窜	1
73043	一窥	3
24408	一站	21
7667	一站式	41
83518	一站通	2
49953	一章	6
30954	一端	9
78761	一笑	9
1	一笔	61
44012	一笔一画	1
73373	一笔勾销	2
106987	一笔带过	1
75421	一笔笔	3
29784	一等	5
75673	一等一	1
11295	一等奖	33
72678	一筐	2
25354	一策	7
6521	一筹莫展	3
81345	一签	2
106831	一算	1
95243	一算降	1
103651	一管	1
36072	一箭	1
73178	一箭双	1
113493	一箭双雕	1
47924	一箱	5
3656	一篇	65
80688	一篇篇	2
94720	一篓篓	1
72679	一簇	2
30955	一簇簇	4
45737	一簧	1
32941	一米	9
1702	一类	44
42590	一粒	7
110902	一系	1
2826	一系列	225
81019	一紧	2
2827	一级	77
50668	一级品	1
36120	一纵	1
15376	一纸	4
7668	一线	102
8144	一线品牌	1
52647	一线天	1
92049	一线希望	2
71846	一线生机	1
557	一组	58
7564	一组组	3
28393	一经	33
84195	一结	1
61451	一绝	6
26544	一统	7
25074	一统天下	3
19063	一维	3
20809	一缕	8
40791	一编	1
81064	一缩	1
94121	一缺	1
38174	一罐	5
50400	一网	9
78243	一网式	1
19350	一网打尽	3
16222	一网通	17
93801	一罚	2
99517	一美	1
8683	一群	60
52048	一群群	2
104143	一翥	1
90978	一翻	1
23479	一翼	3
91150	一考	1
35979	一考定	2
70743	一者	1
86081	一而再	2
76491	一而同	1
16385	一聊	1
88444	一职	4
68937	一职交	1
75674	一联	1
109098	一肚子	1
6149	一股	30
72202	一股脑	3
76816	一能	1
27538	一脉	3
70376	一脉相承	3
49954	一脚	4
49955	一脸	17
78762	一腔	3
71202	一腔热血	6
92050	一腿	1
117414	一臂	1
47823	一臂之力	3
77817	一自	2
46623	一至	10
39554	一致同意	6
16012	一致性	13
79376	一致意见	2
11375	一般性	17
67356	一般来讲	1
1703	一般来说	29
32139	一般而言	9
94659	一般般	1
85856	一般说来	1
113572	一船	1
48412	一艘	7
50669	一色	8
11376	一节	10
6522	一花	5
63398	一花独秀	1
63177	一英里	3
55497	一茬	3
118608	一茵	1
24536	一茶	3
86225	一草	1
26209	一草一木	4
89947	一落	1
73694	一落千丈	1
51518	一蕊	1
79383	一蝶	1
79384	一蝶本	1
4026	一行	99
43387	一街	2
41591	一衣带水	2
16075	一补	11
78244	一表	4
78245	一表通	1
44931	一袋	9
56786	一袖	1
17206	一袭	3
17680	一要	3
38016	一见	4
33142	一见钟情	6
26008	一视同仁	3
101113	一视责	1
10625	一览	13
20810	一览无余	4
27539	一览无遗	2
57398	一览表	7
18626	一角	16
56787	一触	2
10339	一触即发	4
11377	一言	2
57948	一言一行	5
97995	一言不发	1
42271	一言不合	1
80371	一言九鼎	1
70787	一言以蔽之	1
24384	一议	1
50308	一记	2
45243	一证	5
4578	一词	23
40792	一词始	1
83177	一试	2
116454	一诗	1
4579	一语	3
99922	一语道破	1
15216	一说	12
110857	一请	1
61735	一诺千金	2
15039	一课	8
75626	一调	1
46147	一貌	1
42591	一贫如洗	2
42272	一贯	15
84823	一贴	1
83519	一贷通	1
90334	一贾	1
115571	一赛	1
88664	一赞	1
57878	一走	1
104712	一超	1
32808	一趟	18
44291	一跃	5
79923	一跃而入	1
2828	一路	147
5901	一路上	10
34165	一跳成	1
17958	一蹴而就	8
73695	一蹶不振	2
32681	一身	37
117314	一身二任	1
76352	一身正气	1
85718	一躬	1
45426	一车	4
4580	一轮	25
43002	一轴	3
23480	一轴多	2
106743	一较高下	2
30956	一较高低	1
1541	一辆	50
49820	一辆车	10
117547	一辆辆	1
46624	一辈	7
9313	一辈子	33
62752	一过	1
59004	一进	7
112808	一进到	1
29073	一连	3
9849	一连串	5
114783	一迭	1
115862	一述	1
73895	一递	2
93570	一通百通	1
104729	一逛	1
27389	一遇	2
23806	一遍	25
8888	一道	94
14983	一道道	7
85577	一遭	2
4581	一部	69
2667	一部分	153
53469	一酌	1
49956	一酸	1
63991	一里	3
100584	一里路	1
51381	一重	2
29937	一金	11
60238	一金七	1
60239	一金包	1
110195	一金后	2
60240	一金直	1
46070	一鉴	2
114320	一鍵	1
92826	一针一线	1
39794	一针见血	3
48159	一钉	1
76353	一钱	1
82545	一铺	1
21387	一锅	13
37304	一错再错	2
97660	一锤	1
10626	一键	17
108163	一锯磨	1
32446	一镇	4
103580	一长	1
58385	一长串	1
4582	一门	41
83396	一门心思	1
95617	一门忠烈	1
71624	一闪	1
81065	一闪即逝	1
81066	一闪而过	1
51875	一问	3
37948	一问一答	2
37305	一问三不知	1
8491	一间	32
108996	一闸	1
101709	一闹	1
76023	一队	2
91802	一阳指	2
1542	一阵	24
28108	一阵子	2
42592	一阵阵	4
65929	一阵风	3
64629	一附	1
28486	一降	11
76024	一院	1
28109	一除	1
13166	一隅	5
44932	一集	2
54889	一雨后	1
41841	一零一	1
72680	一零后	1
70328	一震	1
52049	一青萍	1
97699	一静	2
31962	一非	1
3405	一靠实	1
98816	一面之交	1
105964	一面之词	1
6694	一面镜子	6
46361	一面面	3
36200	一页	8
31820	一顶	11
558	一项	195
102241	一项项	2
16386	一顿	38
24537	一顿饭	8
13167	一颗	91
107549	一颗颗	1
66259	一题	4
43708	一颠	1
87681	一颤	1
110287	一颦一笑	2
8145	一飞冲天	5
85857	一餐	2
24538	一饭	1
74064	一饮一啄	1
101983	一饱口福	1
109640	一饱眼福	1
68938	一馆	1
29408	一首	21
68597	一首歌	4
2668	一马	2
75359	一马平川	3
6523	一马当先	3
43555	一骑	3
98763	一高	1
27052	一鸡	1
75275	一鸣惊人	1
27053	一鸭	1
92051	一黑	1
116143	一默	1
71106	一鼓作气	1
114784	一鼻子灰	1
53335	一齐	4
12765	丁	9
107193	丁丑	1
108270	丁井文	1
98485	丁伙镇	1
91594	丁兆涛	1
60324	丁克	1
100852	丁冠蕾	1
71244	丁冠辰	1
116639	丁卯	1
24000	丁发	1
26545	丁口	1
25557	丁善	1
59251	丁坑	1
43388	丁字	4
48160	丁字形	1
53470	丁宣	1
59252	丁家	2
44234	丁尚光	1
32469	丁强	1
109099	丁志卷	1
25558	丁志苑	1
68939	丁文江	1
42177	丁明	1
113763	丁晨汐	1
79194	丁柏根	1
108271	丁桂元	1
59180	丁桥	1
98486	丁沟	1
38635	丁洁	1
62357	丁湾村	1
24985	丁牟秦	1
60060	丁玥	1
115469	丁玲	1
91032	丁目	1
21241	丁祎	1
21242	丁祎为	1
63531	丁税	1
109780	丁竹茂	1
112903	丁美来	1
68940	丁翁	1
85379	丁酉	1
55871	丁酉年	2
108272	丁静	1
52648	丁香	4
2017	七	82
10256	七一	9
76074	七七	1
107194	七七事变	1
73896	七七八八	3
85134	七万	1
104893	七万多	1
112235	七万户	1
25075	七丈	2
88665	七上八下	1
2829	七个	34
35980	七中	2
62855	七中十中	2
87908	七二	1
110300	七二一	1
12370	七五	2
80372	七五左右	1
96905	七亿	1
27540	七代	1
114422	七位	1
87000	七佛	1
87001	七佛洞	1
40680	七倍	2
57493	七八	3
9783	七八个	7
98107	七八件	1
57744	七八分	1
68664	七八分钟	1
75675	七八十年	1
104894	七八家	1
78763	七八年	1
91246	七八条	1
104814	七八趟	1
92532	七出	1
57745	七分	2
116769	七分钟	1
64924	七十	1
43389	七十二	4
21952	七十二座	2
65679	七十二条	1
51827	七十岁	2
114405	七十年	1
22120	七十年代	6
76869	七十条	1
111140	七千	1
105180	七县	1
84856	七参	1
93191	七发	1
103652	七口	1
88194	七台河市	1
66501	七叶树	1
73179	七号	3
45738	七周	1
19665	七国集团	3
56298	七堡	2
8361	七夕	3
8362	七夕节	2
7804	七大	7
90696	七大口	1
90697	七大古渡	1
65800	七大洲	1
42354	七天	1
36936	七娘	3
47201	七娘山	2
114378	七子	1
70910	七宝	1
25076	七尺	3
14310	七层	5
3657	七届	6
102242	七山	1
5902	七岁	4
33885	七市	1
2669	七年	26
75676	七年之痒	1
47202	七座	4
94963	七建	1
68511	七弯八拐	1
35394	七彩	28
35215	七心	1
81980	七情	1
90517	七情六欲	1
16387	七成	8
99495	七所	1
63992	七手八脚	3
8492	七折	2
34731	七拐八拐	3
31636	七拼八凑	2
101286	七改	1
34360	七日	2
9850	七旬	2
25478	七星	6
85328	七星山	1
4159	七星岩	3
1823	七是	5
35395	七月	8
44933	七朵	1
19476	七条	6
45314	七架梁	1
23188	七楼	2
68431	七次	5
94964	七毁	1
18078	七点	8
41998	七王	1
98399	七甲路	1
88382	七百余年	1
81808	七百多年	1
42551	七种	3
78113	七等分	1
68512	七箱	1
62687	七类	4
45739	七级	3
69253	七纬路	1
102129	七线	1
105465	七维超	1
45172	七老图	1
62953	七而	1
64776	七菜	1
33399	七要	1
65272	七言	2
74427	七言律诗	1
65273	七言绝句	3
77359	七请	1
30593	七路	2
92533	七进	1
33886	七道	4
33887	七里	6
102032	七里河区	1
65930	七针	1
71625	七零八落	1
93571	七零后	1
94096	七零团	1
28487	七项	5
52649	七颗	1
8146	万	195
49957	万万	17
76817	万万不能	2
95244	万丈	1
22121	万丈深渊	2
103629	万丈高楼	1
81981	万三香路	1
101710	万不该	1
20653	万世	2
2670	万个	30
51946	万中	1
115447	万丰	1
83178	万为	1
68443	万主	1
86026	万乐	1
109100	万书	1
53471	万事	3
109101	万事万物	1
108122	万事大吉	1
27541	万事如意	6
113261	万事达	1
92758	万云	1
26546	万井烟	1
15040	万亩	51
2830	万人	60
78391	万人凤形	1
104268	万人操	1
17681	万人次	30
91151	万人空巷	1
52050	万人窄	1
117192	万人谢	1
52051	万人辖三多	1
52052	万人辖二塘	1
52053	万人辖桐	1
52054	万人辖灵	1
52055	万人辖禄	1
52056	万人辖通	1
4583	万亿	21
4584	万亿元	14
29938	万亿斤	2
34971	万亿美元	4
84771	万仅	1
84494	万仞	1
4277	万代	1
50670	万件	15
16388	万份	5
113698	万企	1
65614	万企万村	1
96463	万伏	1
10627	万众	15
25355	万众一心	4
8147	万众瞩目	11
45244	万余	11
36853	万余个	3
42846	万余件	5
90208	万余份	1
18340	万余元	12
50671	万余册	1
69329	万余卷	1
35981	万余名	3
12136	万余平方米	3
74108	万余张	1
42273	万余条	2
79243	万余枚	1
75553	万余株	1
115863	万佛顶	1
117468	万例	1
104227	万倍	1
107660	万倾陂	1
3406	万元	163
83179	万全	2
17803	万公斤	1
22627	万公里	13
36201	万公顷	10
87063	万六	1
103510	万册	1
42127	万军	1
38947	万分	6
71912	万分之	1
48586	万分之一	2
90087	万分危急	1
112499	万分感激	1
28110	万列风	1
116280	万创	1
51422	万加	2
64123	万加币	4
7200	万千	30
29939	万千瓦	6
84266	万升	1
22453	万历	18
101238	万厦	1
41842	万口	1
26547	万古	3
49821	万台	3
94163	万合	1
36202	万名	16
99443	万后	1
7565	万吨	29
112198	万吨级	1
36022	万国	14
